geo_point_2d;geo_shape;id_zst;name;gemeinde;klasse;kombiniert;art;arme;fahrstreif;zweck;typ;strtyp;eigentum;betriebnah;betriebzus;link;format
47.5643492129134, 7.579671410659481;"{""coordinates"": [7.579671410659481, 47.5643492129134], ""type"": ""Point""}";201114;Pestalozzistrasse 20;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV+Velo/Moto;Radar;Hauptsammelstrasse (HSS);Kanton Basel-Stadt;2011-10-30T00:00:00+00:00;ausser Betrieb;;xlsx
47.567510714419775, 7.590616106951931;"{""coordinates"": [7.590616106951931, 47.567510714419775], ""type"": ""Point""}";201118;Klybeckstrasse 98/65;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV;Radar;Hauptsammelstrasse (HSS);Kanton Basel-Stadt;2011-12-19T00:00:00+00:00;ausser Betrieb;;xlsx
47.56126041370924, 7.56320480370543;"{""coordinates"": [7.56320480370543, 47.56126041370924], ""type"": ""Point""}";201153;Blotzheimerstrasse - Welschmattstrasse;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Knotenstrom;3.0;0.0;MIV;Handzaehlung;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2011-11-09T00:00:00+00:00;ausser Betrieb;;pdf
47.56713451450913, 7.559319709560724;"{""coordinates"": [7.559319709560724, 47.56713451450913], ""type"": ""Point""}";201157;Theodor-Herzl-Strasse - Michelbacherstrasse;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Knotenstrom;4.0;0.0;MIV;Handzaehlung;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2011-11-02T00:00:00+00:00;ausser Betrieb;;pdf
47.52735000685061, 7.593070009205756;"{""coordinates"": [7.593070009205756, 47.52735000685061], ""type"": ""Point""}";201632;Beim Wasserturm 8;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;1.0;1.0;MIV+Velo/Moto;Radar;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2013-05-07T00:00:00+00:00;ausser Betrieb;;pdf
47.576306006871796, 7.588056004374481;"{""coordinates"": [7.588056004374481, 47.576306006871796], ""type"": ""Point""}";201637;Klybeckstrasse 251;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV+Velo/Moto;Radar;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2013-05-28T00:00:00+00:00;ausser Betrieb;;pdf
47.55515901200954, 7.537063001158197;"{""coordinates"": [7.537063001158197, 47.55515901200954], ""type"": ""Point""}";201507;Allschwil Grabenring;Allschwil;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV;Radar;Andere;Kanton Basel-Land;2015-10-30T00:00:00+00:00;ausser Betrieb;;xlsx
47.58152801430937, 7.6433730035159515;"{""coordinates"": [7.643373003515952, 47.58152801430937], ""type"": ""Point""}";201513;Aeussere Baselstrasse 63  (Riehen);Riehen;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV;Radar;Hauptverkehrsstrasse (HVS);Kanton Basel-Stadt;2015-09-14T00:00:00+00:00;ausser Betrieb;;xlsx
47.56851500752303, 7.638987007435419;"{""coordinates"": [7.638987007435419, 47.56851500752303], ""type"": ""Point""}";201517;Kohlistieg  (Riehen);Riehen;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV;Radar;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2015-09-14T00:00:00+00:00;ausser Betrieb;;xlsx
47.57149400601635, 7.6456550011599775;"{""coordinates"": [7.645655001159978, 47.57149400601635], ""type"": ""Point""}";201518;Grenzacherweg 187  (Riehen);Riehen;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV;Radar;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2015-09-14T00:00:00+00:00;ausser Betrieb;;xlsx
47.586193006314886, 7.655120007762867;"{""coordinates"": [7.655120007762867, 47.586193006314886], ""type"": ""Point""}";201520;Schuetzengasse (Riehen);Riehen;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV;Radar;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2015-09-14T00:00:00+00:00;ausser Betrieb;;xlsx
47.52797001109246, 7.598727008162667;"{""coordinates"": [7.598727008162667, 47.52797001109246], ""type"": ""Point""}";201536;Im Spitzacker 24;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;1.0;1.0;MIV+Velo/Moto;Radar;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2015-06-17T00:00:00+00:00;ausser Betrieb;;pdf
47.543157007691995, 7.585847011397397;"{""coordinates"": [7.585847011397397, 47.543157007691995], ""type"": ""Point""}";201545;Gempenstrasse 68;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;1.0;1.0;MIV;Radar;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2015-01-17T00:00:00+00:00;ausser Betrieb;;xlsx
47.54858800991828, 7.582899007053633;"{""coordinates"": [7.582899007053633, 47.54858800991828], ""type"": ""Point""}";201448;Binningerstrasse (Zoo);Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV;Radar;Hauptverkehrsstrasse (HVS);Kanton Basel-Stadt;2015-05-03T00:00:00+00:00;ausser Betrieb;;xlsx
47.58535401339437, 7.671338002599371;"{""coordinates"": [7.671338002599371, 47.58535401339437], ""type"": ""Point""}";201550;Inzlingerstrasse 327 (Riehen);Riehen;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV;Radar;Hauptverkehrsstrasse (HVS);Kanton Basel-Stadt;2015-02-07T00:00:00+00:00;ausser Betrieb;;xlsx
47.56688901419068, 7.560514010846802;"{""coordinates"": [7.560514010846802, 47.56688901419068], ""type"": ""Point""}";201601;Michelbacherstrasse 36/38;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;1.0;1.0;MIV+Velo/Moto;Radar;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2016-02-04T00:00:00+00:00;ausser Betrieb;;pdf
47.556755010519836, 7.573026003428326;"{""coordinates"": [7.573026003428326, 47.556755010519836], ""type"": ""Point""}";201602;Birkenstrasse 38;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;1.0;1.0;MIV+Velo/Moto;Radar;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2016-03-10T00:00:00+00:00;ausser Betrieb;;pdf
47.56108000978397, 7.571654008154785;"{""coordinates"": [7.571654008154785, 47.56108000978397], ""type"": ""Point""}";201608;Kembserweg 16;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV+Velo/Moto;Radar;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2016-02-23T00:00:00+00:00;ausser Betrieb;;pdf
47.55529800652121, 7.581772006557437;"{""coordinates"": [7.581772006557437, 47.55529800652121], ""type"": ""Point""}";201611;Mostackerstrasse 14;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV+Velo/Moto;Radar;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2016-03-08T00:00:00+00:00;ausser Betrieb;;pdf
47.56326901202237, 7.603910008555527;"{""coordinates"": [7.603910008555527, 47.56326901202237], ""type"": ""Point""}";201619;Peter Rot-Str. 123;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV;Radar;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2016-03-13T00:00:00+00:00;ausser Betrieb;;xlsx
47.55354672742254, 7.58201362335371;"{""coordinates"": [7.58201362335371, 47.55354672742254], ""type"": ""Point""}";201620;Au-/Leimenstrasse;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Knotenstrom;4.0;2.0;MIV+Velo+Fuss;Handzaehlung;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2016-06-16T00:00:00+00:00;ausser Betrieb;;pdf
47.56046501047291, 7.576632007829129;"{""coordinates"": [7.576632007829129, 47.56046501047291], ""type"": ""Point""}";201660;Missionstrasse 37/42;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;Fuss;Infrarot;Hauptsammelstrasse (HSS);Kanton Basel-Stadt;2016-11-14T00:00:00+00:00;ausser Betrieb;;xlsx
47.54631121371592, 7.555317709408617;"{""coordinates"": [7.555317709408617, 47.54631121371592], ""type"": ""Point""}";300202;Allschwil Binningerstrasse;Allschwil;Dauerzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV;Induktionsschlaufen;Hauptverkehrsstrasse (HVS);Kanton Basel-Land;2000-01-01T00:00:00+00:00;in Betrieb;https://www.baselland.ch/politik-und-behorden/direktionen/bau-und-umweltschutzdirektion/tiefbauamt/kennzahlen/verkehrserhebungen;xlsx
47.56206764560832, 7.5641021329677995;"{""coordinates"": [7.5641021329678, 47.56206764560832], ""type"": ""Point""}";907;Wasgenring 62;Basel;Dauerzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;Velo/Moto;Induktionsschlaufen;Hauptverkehrsstrasse (HVS);Kanton Basel-Stadt;2014-07-18T00:00:00+00:00;in Betrieb;;xlsx
47.57074616940118, 7.592282908573544;"{""coordinates"": [7.592282908573544, 47.57074616940118], ""type"": ""Point""}";201751;Horburgstrasse/Müllheimerstrasse;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Knotenstrom;4.0;2.0;Velo/Moto;Handzaehlung;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2017-04-05T00:00:00+00:00;ausser Betrieb;;pdf
47.54920248086456, 7.597107708863152;"{""coordinates"": [7.597107708863152, 47.54920248086456], ""type"": ""Point""}";201710;St. Jakobs-Strasse 42;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV;Radar;Hauptverkehrsstrasse (HVS);Kanton Basel-Stadt;2017-01-06T00:00:00+00:00;ausser Betrieb;;xlsx
47.52935624366006, 7.602773640629845;"{""coordinates"": [7.602773640629845, 47.52935624366006], ""type"": ""Point""}";201711;Giornicostrasse 46;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV;Radar;Hauptsammelstrasse (HSS);Kanton Basel-Stadt;2017-01-06T00:00:00+00:00;ausser Betrieb;;xlsx
47.546508055071236, 7.57561692977405;"{""coordinates"": [7.57561692977405, 47.546508055071236], ""type"": ""Point""}";201712;Oberwilerstrasse 112;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV;Radar;Hauptsammelstrasse (HSS);Kanton Basel-Stadt;2017-02-24T00:00:00+00:00;ausser Betrieb;;xlsx
47.578080899727716, 7.640427797669854;"{""coordinates"": [7.640427797669854, 47.578080899727716], ""type"": ""Point""}";201717;Burgstrasse 153;Riehen;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV;Radar;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2017-05-20T00:00:00+00:00;ausser Betrieb;;xlsx
47.584411636405015, 7.593915941076719;"{""coordinates"": [7.593915941076719, 47.584411636405015], ""type"": ""Point""}";201720;Kleinhueningeranlage 41;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV;Radar;Hauptverkehrsstrasse (HVS);Kanton Basel-Stadt;2017-04-07T00:00:00+00:00;ausser Betrieb;;xlsx
47.550127359667385, 7.59048462717593;"{""coordinates"": [7.59048462717593, 47.550127359667385], ""type"": ""Point""}";817;Elisabethenanlage;Basel;Dauerzaehlstelle;Reale Zaehlstelle;Querschnitt;1.0;1.0;Fuss;Infrarot;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2016-03-01T00:00:00+00:00;in Betrieb;;xlsx
47.545416493754196, 7.599527500689199;"{""coordinates"": [7.599527500689199, 47.545416493754196], ""type"": ""Point""}";920;J. Burckhardt-Strasse;Basel;Dauerzaehlstelle;Reale Zaehlstelle;Querschnitt;1.0;1.0;Velo/Moto;Induktionsschlaufen;Hauptverkehrsstrasse (HVS);Kanton Basel-Stadt;2017-11-23T00:00:00+00:00;in Betrieb;;xlsx
47.54960980468684, 7.567292267043168;"{""coordinates"": [7.567292267043168, 47.54960980468684], ""type"": ""Point""}";200904;Bristenweg 20;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV+Velo/Moto;Radar;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2009-11-26T00:00:00+00:00;ausser Betrieb;;pdf
47.55640739049839, 7.576176596988624;"{""coordinates"": [7.576176596988624, 47.55640739049839], ""type"": ""Point""}";201901;Heinrichsgasse;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV+Velo/Moto;Radar;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2019-10-29T00:00:00+00:00;ausser Betrieb;;pdf
47.544330127248614, 7.582659165343477;"{""coordinates"": [7.582659165343477, 47.544330127248614], ""type"": ""Point""}";201627;Blauensteinerstrasse 6;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV+Velo/Moto;Radar;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2016-12-01T00:00:00+00:00;ausser Betrieb;;pdf
47.567813529677835, 7.5936572632452375;"{""coordinates"": [7.593657263245237, 47.567813529677835], ""type"": ""Point""}";201728;Oetlingerstrasse 149;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV+Velo/Moto;Radar;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2017-05-13T00:00:00+00:00;ausser Betrieb;;pdf
47.53110295376669, 7.592713343556711;"{""coordinates"": [7.592713343556711, 47.53110295376669], ""type"": ""Point""}";201201;Aeneas Silvius-Strasse 25;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV+Velo/Moto;Radar;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2012-06-21T00:00:00+00:00;ausser Betrieb;;pdf
47.54935565014134, 7.568630993630268;"{""coordinates"": [7.568630993630268, 47.54935565014134], ""type"": ""Point""}";201816;Realpstrasse 12;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV+Velo/Moto;Radar;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2018-04-12T00:00:00+00:00;ausser Betrieb;;pdf
47.55334824214155, 7.5644653270423845;"{""coordinates"": [7.564465327042385, 47.55334824214155], ""type"": ""Point""}";201902;Rigistrasse 76;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV+Velo/Moto;Radar;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2019-10-22T00:00:00+00:00;ausser Betrieb;;pdf
47.536272926384086, 7.58886472896618;"{""coordinates"": [7.58886472896618, 47.536272926384086], ""type"": ""Point""}";201903;Kirschbluetenweg 15;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV+Velo/Moto;Radar;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2019-10-31T00:00:00+00:00;ausser Betrieb;;pdf
47.54794748997322, 7.602312047721777;"{""coordinates"": [7.602312047721777, 47.54794748997322], ""type"": ""Point""}";201634;Luftmattstrasse 11;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV+Velo/Moto;Radar;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2016-12-08T00:00:00+00:00;ausser Betrieb;;pdf
47.56679739222389, 7.5679315505175015;"{""coordinates"": [7.567931550517502, 47.56679739222389], ""type"": ""Point""}";201818;Largitzenstrasse 48;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV+Velo/Moto;Radar;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2018-11-13T00:00:00+00:00;ausser Betrieb;;pdf
47.56593725234655, 7.56791580968562;"{""coordinates"": [7.56791580968562, 47.56593725234655], ""type"": ""Point""}";201635;Glaserbergstrasse 62;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV+Velo/Moto;Radar;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2016-11-03T00:00:00+00:00;ausser Betrieb;;pdf
47.561857980133865, 7.566918657812724;"{""coordinates"": [7.566918657812724, 47.561857980133865], ""type"": ""Point""}";201820;Muespacherstrasse 66;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV+Velo/Moto;Radar;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2018-11-15T00:00:00+00:00;ausser Betrieb;;pdf
47.55182642287682, 7.560435867227847;"{""coordinates"": [7.560435867227847, 47.55182642287682], ""type"": ""Point""}";201638;Wanderstrasse von Paradieshofstrasse;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;Velo+Fuss;Handzaehlung;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2016-05-26T00:00:00+00:00;ausser Betrieb;;pdf
47.59601135887903, 7.649848384812653;"{""coordinates"": [7.649848384812653, 47.59601135887903], ""type"": ""Point""}";84860;B3/B317 Zollfreistrasse (CH/Lörrach);Lörrach;Dauerzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV;Handzählung;Hauptverkehrsstrasse (HVS);Deutschland;2014-01-01T00:00:00+00:00;Ausser Betrieb;;xlsx
47.57697524191992, 7.57210340851854;"{""coordinates"": [7.57210340851854, 47.57697524191992], ""type"": ""Point""}";201907;Kohlenstrasse (vor Zoll);Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV;Radar;Hauptverkehrsstrasse (HVS);Kanton Basel-Stadt;2019-10-17T00:00:00+00:00;ausser Betrieb;;pdf
47.565425619557644, 7.5666504518925;"{""coordinates"": [7.5666504518925, 47.565425619557644], ""type"": ""Point""}";201910;Burgfelderstrasse 70 und 101;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV;Radar;Hauptverkehrsstrasse (HVS);Kanton Basel-Stadt;2019-11-25T00:00:00+00:00;ausser Betrieb;;pdf
47.54628500816765, 7.561032628390496;"{""coordinates"": [7.561032628390496, 47.54628500816765], ""type"": ""Point""}";201914;Neuweilerstrasse 46 und 63;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV;Radar;Hauptverkehrsstrasse (HVS);Kanton Basel-Stadt;2019-11-19T00:00:00+00:00;ausser Betrieb;;pdf
47.56387358997472, 7.5821918782359985;"{""coordinates"": [7.582191878235998, 47.56387358997472], ""type"": ""Point""}";164;Spitalstrasse 33;Basel;Dauerzaehlstelle;Reale Zaehlstelle;Querschnitt;1.0;1.0;MIV;Induktionsschlaufen LSA;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2019-01-01T00:00:00+00:00;in Betrieb;;xlsx
47.566860642560435, 7.595221551679442;"{""coordinates"": [7.595221551679442, 47.566860642560435], ""type"": ""Point""}";253;Hammerstrasse 123;Basel;Dauerzaehlstelle;Reale Zaehlstelle;Querschnitt;1.0;1.0;MIV;Induktionsschlaufen LSA;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2019-01-01T00:00:00+00:00;in Betrieb;;xlsx
47.57522197520697, 7.633965330307861;"{""coordinates"": [7.633965330307861, 47.57522197520697], ""type"": ""Point""}";201512;Aeussere Baselstrasse 277 (Riehen);Riehen;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV;Radar;Hauptverkehrsstrasse (HVS);Kanton Basel-Stadt;2015-09-14T00:00:00+00:00;ausser Betrieb;;xlsx
47.55609313929224, 7.575573818599981;"{""coordinates"": [7.575573818599981, 47.55609313929224], ""type"": ""Point""}";202004;Spalenring 119;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV;Handzaehlung;Hauptverkehrsstrasse (HVS);Kanton Basel-Stadt;2020-11-19T00:00:00+00:00;ausser Betrieb;;pdf
47.55397520785189, 7.576585717310929;"{""coordinates"": [7.576585717310929, 47.55397520785189], ""type"": ""Point""}";202003;Spalenring 167;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV;Handzaehlung;Hauptverkehrsstrasse (HVS);Kanton Basel-Stadt;2020-11-19T00:00:00+00:00;ausser Betrieb;;pdf
